"full_name","a","e","i","om","w","q","epoch","ma","t_jup"
"512222 (2015 TU266)",3.953,0.1070,7.07,327.13,80.48,3.530,2460000.5,310.95,3.04
"512628 (2016 TU43)",3.939,0.2870,3.31,0.82,67.88,2.809,2460000.5,265.44,2.98
"512672 (2016 TQ79)",3.946,0.2846,9.29,323.74,119.76,2.823,2460000.5,261.34,2.97
"512705 (2016 UG10)",3.988,0.2754,4.09,204.05,245.34,2.890,2460000.5,246.41,2.98
"512778 (2016 US69)",3.99,0.2123,3.23,183.22,250.38,3.143,2460000.5,260.26,3.01
"512784 (2016 UW71)",3.997,0.2243,1.59,280.92,137.31,3.100,2460000.5,269.61,3.01
"512892 (2016 WN31)",3.947,0.2048,10.11,145.16,268.43,3.138,2460000.5,300.96,3
"512914 (2016 XF5)",3.995,0.2410,1.44,42.72,25.89,3.032,2460000.5,274.22,3
"513352 (2007 VV337)",3.914,0.1328,3.60,13.86,306.29,3.394,2460000.5,75.97,3.04
"513414 (2008 SV267)",3.957,0.2545,3.70,66.17,354.05,2.950,2460000.5,280.26,3
"513430 (2008 UB151)",3.98,0.2025,1.98,222.27,196.79,3.174,2460000.5,285.12,3.02
"513433 (2008 UC259)",3.962,0.2813,4.84,55.31,14.30,2.847,2460000.5,285.45,2.98
"513443 (2008 VQ28)",3.941,0.2911,15.21,0.20,51.83,2.793,2460000.5,285.24,2.93
"513444 (2008 VX43)",3.955,0.3054,8.02,301.01,118.82,2.747,2460000.5,292.57,2.96
"513528 (2010 AH61)",3.966,0.1912,13.20,255.30,206.17,3.208,2460000.5,250.38,2.98
"514424 (2016 UQ2)",3.946,0.2088,2.76,76.27,38.90,3.122,2460000.5,232.79,3.02
"514620 (2004 KO19)",3.965,0.1835,11.55,137.60,195.44,3.237,2460000.5,64.49,2.99
"514666 (2005 UZ262)",3.977,0.2142,8.73,184.77,125.20,3.125,2460000.5,116.88,3
"514906 (2008 SJ211)",3.936,0.2847,6.52,7.79,60.41,2.815,2460000.5,280.28,2.98
"514921 (2008 UC108)",3.961,0.3302,9.47,25.75,32.14,2.653,2460000.5,291.60,2.94
"514926 (2008 UT143)",3.951,0.2221,3.81,69.15,354.39,3.073,2460000.5,287.17,3.01
"515259 (2012 PK42)",3.914,0.1512,4.36,154.48,133.83,3.322,2460000.5,160.90,3.04
"515260 (2012 QM52)",3.98,0.1623,3.26,29.69,213.92,3.334,2460000.5,183.41,3.03
"515440 (2013 RU65)",3.985,0.1987,1.28,298.10,18.80,3.193,2460000.5,92.06,3.02
"515441 (2013 TX33)",3.968,0.2316,2.35,130.76,171.02,3.049,2460000.5,132.26,3.01
"515685 (2014 PL2)",3.991,0.2153,4.08,115.84,270.75,3.132,2460000.5,332.68,3.01
"515968 (2015 RZ106)",3.932,0.3090,1.65,180.34,203.40,2.717,2460000.5,330.44,2.98
"516315 (2016 YR11)",3.992,0.1939,2.90,15.35,52.33,3.218,2460000.5,283.65,3.02
"516408 (2002 GB192)",3.949,0.1146,2.49,190.38,37.33,3.497,2460000.5,217.67,3.05
"516731 (2009 DZ144)",3.974,0.0618,3.78,116.85,156.43,3.728,2460000.5,161.63,3.05
"516794 (2010 GW34)",3.916,0.1909,2.44,126.63,121.18,3.168,2460000.5,190.39,3.03
"517683 (2015 DO230)",3.961,0.1206,11.25,141.07,305.12,3.484,2460000.5,44.02,3.01
"518354 (2017 DB40)",3.975,0.1512,3.14,29.75,222.70,3.374,2460000.5,180.22,3.03
"518613 (2008 AV138)",3.933,0.0512,2.00,290.73,304.12,3.731,2460000.5,221.90,3.06
"520978 (2015 AT35)",3.967,0.1081,6.16,99.91,246.85,3.538,2460000.5,124.63,3.04
"523449 (2017 FX24)",3.97,0.1734,6.26,251.19,350.86,3.281,2460000.5,219.27,3.02
"523833 (1994 RE3)",3.996,0.2536,7.58,157.00,228.93,2.983,2460000.5,177.32,2.98
"524193 (2001 QQ145)",3.953,0.1632,2.19,345.27,303.45,3.308,2460000.5,313.70,3.04
"524489 (2002 QU97)",3.955,0.3441,1.30,341.40,34.86,2.594,2460000.5,194.89,2.95
"524490 (2002 QA112)",3.971,0.3265,8.99,178.98,185.32,2.674,2460000.5,197.23,2.94
"524491 (2002 QJ131)",3.938,0.2278,4.08,71.20,286.70,3.041,2460000.5,206.45,3.01
"524493 (2002 RM)",3.957,0.2807,3.38,162.70,206.56,2.847,2460000.5,207.10,2.99
"524499 (2002 RH160)",3.972,0.2897,1.41,301.38,83.30,2.822,2460000.5,194.25,2.98
"524502 (2002 RE254)",3.959,0.1649,7.93,338.30,37.79,3.306,2460000.5,197.47,3.02
"524684 (2003 TB29)",3.923,0.3082,3.32,15.20,7.74,2.714,2460000.5,176.51,2.98
"524850 (2004 BQ130)",3.978,0.0870,8.19,292.62,287.78,3.632,2460000.5,57.37,3.03
"524861 (2004 CS16)",3.949,0.2120,7.34,336.24,190.56,3.112,2460000.5,141.18,3.01
"525684 (2005 QK20)",3.978,0.2561,6.57,342.02,341.01,2.959,2460000.5,84.82,2.99
"525698 (2005 QY100)",3.995,0.2062,4.45,285.89,24.75,3.171,2460000.5,88.42,3.01
"525719 (2005 RB16)",3.972,0.2159,3.37,169.93,136.56,3.114,2460000.5,96.90,3.01
"526388 (2006 FW55)",3.946,0.0677,0.54,65.00,224.80,3.679,2460000.5,318.82,3.06
"526482 (2006 RE18)",3.95,0.2927,10.70,10.38,334.83,2.794,2460000.5,47.01,2.96
"526617 (2006 TU102)",3.958,0.3184,14.30,219.83,121.64,2.698,2460000.5,56.35,2.92
"527128 (2007 TP43)",3.992,0.1949,2.45,162.17,188.83,3.214,2460000.5,15.53,3.02
"527250 (2007 TK280)",3.95,0.1891,7.99,220.08,165.02,3.203,2460000.5,338.96,3.01
"528526 (2008 UP133)",3.947,0.2552,3.43,43.78,27.77,2.940,2460000.5,283.73,3
"529312 (2009 UF159)",3.975,0.2151,2.41,199.28,145.97,3.120,2460000.5,239.89,3.02
"529392 (2009 WN87)",3.954,0.1273,7.24,283.44,168.72,3.451,2460000.5,226.05,3.03
"529469 (2010 AQ77)",3.961,0.2568,8.16,134.31,297.41,2.944,2460000.5,265.36,2.98
"529623 (2010 GO91)",3.936,0.2114,6.06,134.77,318.49,3.104,2460000.5,264.51,3.01
"529739 (2010 LC88)",3.948,0.2098,1.45,291.40,40.60,3.120,2460000.5,222.66,3.02
"529784 (2010 NK70)",3.966,0.3034,4.19,99.27,281.78,2.762,2460000.5,205.27,2.97
"529798 (2010 OM20)",3.945,0.2822,3.91,217.74,126.22,2.832,2460000.5,231.23,2.99
"529801 (2010 OL30)",3.985,0.2905,4.12,32.31,314.56,2.827,2460000.5,221.63,2.98
"529855 (2010 RR125)",3.943,0.2562,3.30,98.24,273.03,2.933,2460000.5,210.56,3
"529903 (2010 TD42)",3.973,0.2025,2.25,326.13,18.18,3.168,2460000.5,228.40,3.02
"529972 (2010 UR98)",3.963,0.2839,4.31,335.33,15.26,2.838,2460000.5,236.63,2.98
"530002 (2010 VX77)",3.994,0.2592,2.19,129.50,211.11,2.959,2460000.5,239.83,2.99
"530035 (2010 VC167)",3.962,0.1740,4.53,64.40,285.44,3.272,2460000.5,245.56,3.03
"530041 (2010 VA180)",3.961,0.2464,4.87,63.39,254.35,2.985,2460000.5,274.38,3
"530049 (2010 VY202)",3.962,0.3016,9.87,31.05,303.99,2.767,2460000.5,241.63,2.95
"530056 (2010 VN225)",3.998,0.2196,3.77,196.40,110.50,3.120,2460000.5,266.08,3.01
"530120 (2011 AP1)",3.944,0.1241,4.02,77.25,82.93,3.454,2460000.5,154.50,3.04
"530123 (2011 AL8)",3.95,0.2323,7.85,291.66,197.91,3.033,2460000.5,183.47,3
"530178 (2011 BN10)",3.974,0.2119,8.06,320.10,125.21,3.132,2460000.5,232.86,3
"530193 (2011 BV62)",3.973,0.1385,3.63,117.24,10.89,3.422,2460000.5,188.97,3.04
"530208 (2011 BH90)",3.965,0.2025,2.26,217.31,256.46,3.162,2460000.5,192.98,3.02
"530218 (2011 BR105)",3.963,0.1705,6.37,185.59,287.75,3.287,2460000.5,203.37,3.02
"530232 (2011 BY163)",3.972,0.1719,1.82,236.55,200.26,3.289,2460000.5,242.86,3.03
"530276 (2011 CY31)",3.953,0.1219,2.30,235.68,254.32,3.471,2460000.5,202.57,3.04
"530288 (2011 CW53)",3.973,0.2142,7.78,143.20,322.87,3.122,2460000.5,209.64,3
"530317 (2011 DN20)",3.992,0.2127,3.87,97.86,21.38,3.143,2460000.5,195.63,3.01
"530795 (2011 UV267)",3.946,0.2328,3.95,128.40,260.09,3.027,2460000.5,169.18,3.01
"531120 (2012 FK18)",3.953,0.1063,2.45,187.46,5.29,3.533,2460000.5,126.73,3.05
"531130 (2012 FO49)",3.966,0.1528,3.84,122.68,35.93,3.360,2460000.5,153.78,3.03
"531166 (2012 GB26)",3.982,0.1522,1.79,345.38,199.14,3.376,2460000.5,142.08,3.04
"531253 (2012 JM67)",3.974,0.2095,17.84,186.24,162.06,3.141,2460000.5,52.73,2.94
"531963 (2013 CV174)",3.914,0.1383,3.15,178.96,33.56,3.373,2460000.5,66.21,3.04
"532435 (2013 SU23)",3.962,0.2214,9.25,121.96,201.06,3.085,2460000.5,93.01,2.99
"533619 (2014 KU62)",3.979,0.1346,3.83,75.26,142.53,3.443,2460000.5,54.87,3.04
"534522 (2014 UV94)",3.935,0.2159,5.99,69.74,247.50,3.086,2460000.5,93.34,3.01
"537193 (2015 HL166)",3.953,0.2059,6.20,178.42,176.63,3.139,2460000.5,245.69,3.01
"537356 (2015 KP163)",3.957,0.0748,3.23,355.84,333.72,3.662,2460000.5,268.74,3.05
"537811 (2015 XT132)",3.993,0.1409,6.17,63.64,250.89,3.431,2460000.5,64.65,3.03
"539603 (2016 SF28)",3.952,0.2736,9.57,170.18,266.86,2.871,2460000.5,246.61,2.97
"539687 (2016 TZ72)",3.977,0.1598,6.28,44.92,57.99,3.342,2460000.5,224.11,3.02
"539759 (2016 UO107)",3.972,0.2081,3.99,64.55,31.77,3.146,2460000.5,245.34,3.02
"540043 (2017 NA2)",3.988,0.2736,1.70,295.22,53.74,2.897,2460000.5,228.84,2.99
"540074 (2017 ON20)",3.979,0.2764,8.24,107.46,228.91,2.879,2460000.5,240.87,2.97
"540255 (2017 RL32)",3.916,0.1868,5.64,173.79,136.46,3.184,2460000.5,278.75,3.02
"540435 (2017 SR69)",3.876,0.0487,3.72,95.67,282.12,3.687,2460000.5,236.18,3.06
"540583 (2017 TL7)",3.937,0.1202,4.60,97.39,239.23,3.464,2460000.5,271.68,3.04
"540930 (2017 XN40)",3.942,0.1172,1.73,354.09,214.11,3.480,2460000.5,105.18,3.05
"541497 (2011 ON59)",3.941,0.3261,17.22,193.80,194.10,2.656,2460000.5,137.88,2.89
"541507 (2011 QE37)",3.956,0.3073,11.69,162.68,233.02,2.740,2460000.5,140.71,2.94
"541523 (2011 QE98)",3.966,0.3049,10.36,56.00,332.59,2.757,2460000.5,149.10,2.95
"541527 (2011 RP4)",3.953,0.2821,4.06,80.43,309.54,2.838,2460000.5,151.43,2.98
"541541 (2011 SW36)",3.917,0.2348,4.14,113.48,299.17,2.997,2460000.5,151.78,3.01
"541547 (2011 SS57)",3.976,0.3382,3.87,44.88,327.68,2.631,2460000.5,174.72,2.95
"541577 (2011 SF258)",3.975,0.2279,1.87,235.30,151.11,3.069,2460000.5,153.07,3.01
"541585 (2011 TA11)",3.954,0.2473,3.94,74.33,333.11,2.976,2460000.5,141.28,3
"541598 (2011 UA41)",3.972,0.1931,1.34,272.22,156.52,3.205,2460000.5,127.15,3.02
"541600 (2011 UF47)",3.964,0.3459,6.26,247.02,141.56,2.593,2460000.5,162.51,2.94
"541601 (2011 UC51)",3.973,0.2764,3.04,165.62,206.16,2.875,2460000.5,175.11,2.99
"541604 (2011 UO64)",3.98,0.1955,8.82,26.75,352.24,3.202,2460000.5,163.55,3
"541624 (2011 UR146)",3.994,0.2485,2.36,22.36,328.48,3.001,2460000.5,199.54,3
"541625 (2011 UF150)",3.968,0.3486,1.86,253.08,127.31,2.585,2460000.5,155.47,2.95
"541671 (2011 UY335)",3.94,0.2055,8.11,213.79,184.21,3.130,2460000.5,157.41,3.01
"541688 (2011 UB405)",3.939,0.2829,4.71,152.66,270.11,2.825,2460000.5,141.46,2.98
"541730 (2011 WP102)",3.955,0.2908,3.14,162.47,218.28,2.805,2460000.5,180.69,2.98
"542160 (2012 XC153)",3.968,0.2584,9.67,60.43,348.23,2.942,2460000.5,141.56,2.98
"542296 (2013 BW43)",3.96,0.3412,11.22,113.52,265.00,2.609,2460000.5,170.78,2.92
"542362 (2013 CO57)",3.984,0.1246,9.51,254.34,343.28,3.488,2460000.5,14.23,3.02
"542459 (2013 CQ191)",3.93,0.1607,7.60,141.95,68.99,3.298,2460000.5,61.39,3.02
"542678 (2013 GY99)",3.997,0.1573,15.04,75.04,98.97,3.368,2460000.5,112.13,2.97
"543415 (2014 EQ74)",3.979,0.1981,13.45,278.15,88.76,3.191,2460000.5,186.43,2.98
"543443 (2014 HU131)",3.992,0.1549,3.01,170.98,60.25,3.374,2460000.5,37.38,3.03
"543453 (2014 HX190)",3.944,0.1776,8.73,335.92,303.52,3.244,2460000.5,349.47,3.01
"543479 (2014 KN48)",3.941,0.0362,11.28,221.79,5.59,3.798,2460000.5,41.29,3.03
"545152 (2011 AW89)",3.978,0.1810,11.01,92.16,64.66,3.258,2460000.5,157.96,3
"545153 (2011 AP90)",3.967,0.2254,11.54,88.35,51.16,3.073,2460000.5,168.14,2.98
"545176 (2011 BN63)",3.91,0.0490,4.88,131.16,7.93,3.718,2460000.5,193.64,3.06
"545212 (2011 CU19)",3.977,0.0950,0.65,43.70,117.76,3.600,2460000.5,164.98,3.05
"545389 (2011 HB31)",3.953,0.2422,10.52,194.30,95.25,2.996,2460000.5,123.82,2.98
"545406 (2011 HK69)",3.926,0.1690,3.93,69.51,210.74,3.262,2460000.5,133.70,3.03
"545415 (2011 HO86)",3.935,0.2141,9.08,114.02,191.02,3.092,2460000.5,117.54,3
"547148 (2010 DR103)",3.987,0.1974,3.50,20.05,222.12,3.200,2460000.5,222.13,3.02
"547824 (2010 VU230)",3.93,0.1644,14.58,66.87,178.23,3.284,2460000.5,15.63,2.98
"547835 (2010 VN241)",3.969,0.1465,9.99,102.66,224.54,3.387,2460000.5,271.13,3.01
"547864 (2010 WK34)",3.98,0.2089,11.45,74.21,252.44,3.149,2460000.5,271.26,2.98
"548235 (2010 ER122)",3.962,0.1460,3.99,249.91,343.09,3.384,2460000.5,205.32,3.04
"548700 (2010 UN55)",3.989,0.2831,6.64,42.78,324.29,2.860,2460000.5,222.47,2.97
"548776 (2010 VM119)",3.936,0.0928,4.72,88.92,247.63,3.570,2460000.5,281.06,3.05
"549369 (2011 GC98)",3.974,0.2708,8.61,142.33,162.74,2.898,2460000.5,121.83,2.97
"549432 (2011 HW88)",3.971,0.1145,10.33,135.06,140.19,3.516,2460000.5,131.42,3.02
"550137 (2012 BP46)",3.955,0.1526,4.11,106.41,114.85,3.352,2460000.5,61.81,3.03
"550229 (2012 CE21)",3.981,0.1298,1.45,182.82,17.80,3.465,2460000.5,91.44,3.04
"551062 (2012 VG38)",3.96,0.2730,8.45,102.67,327.52,2.879,2460000.5,98.11,2.97
"551516 (2013 EQ66)",3.909,0.1351,4.62,94.03,106.90,3.381,2460000.5,88.92,3.04
"551578 (2013 FH22)",3.921,0.0842,7.25,181.90,13.12,3.591,2460000.5,91.00,3.04
"551596 (2013 GL25)",3.993,0.1165,5.10,320.06,262.43,3.528,2460000.5,64.07,3.04
"551652 (2013 GK134)",3.963,0.1652,2.89,45.36,189.38,3.308,2460000.5,67.94,3.03
"551718 (2013 HP137)",3.993,0.1488,1.89,321.73,256.87,3.399,2460000.5,71.77,3.04
"553003 (2010 XV62)",3.973,0.1569,8.47,86.20,78.84,3.349,2460000.5,140.13,3.02
"553016 (2010 XR99)",3.978,0.1778,6.42,180.00,326.31,3.271,2460000.5,142.37,3.02
"553315 (2011 HG15)",3.936,0.1380,4.76,106.94,163.30,3.393,2460000.5,137.26,3.04
"553839 (2011 YC82)",3.838,0.0798,19.02,302.72,106.75,3.532,2460000.5,238.56,2.97
"553907 (2012 BO174)",3.915,0.1694,3.58,140.88,43.42,3.252,2460000.5,118.93,3.04
"553913 (2012 CO6)",3.937,0.1430,13.02,307.16,256.27,3.374,2460000.5,97.09,3
"553916 (2012 CF14)",3.982,0.1865,7.09,139.88,32.49,3.239,2460000.5,122.50,3.01
"553946 (2012 DY92)",3.977,0.1586,1.47,311.46,159.26,3.346,2460000.5,176.71,3.03
"553960 (2012 DD117)",3.983,0.1669,3.62,47.34,74.04,3.319,2460000.5,168.89,3.03
"553968 (2012 FP2)",3.987,0.2011,2.84,154.26,337.27,3.185,2460000.5,154.54,3.02
"554898 (2013 EF167)",3.921,0.0878,4.84,254.16,331.30,3.577,2460000.5,66.50,3.05
"554922 (2013 GA32)",3.974,0.0998,1.87,279.17,341.23,3.578,2460000.5,35.19,3.05
"554926 (2013 GL59)",3.987,0.1195,11.25,188.92,4.03,3.510,2460000.5,86.77,3.01
"554961 (2013 HD107)",3.932,0.1153,3.16,38.10,169.79,3.479,2460000.5,92.41,3.05
"554967 (2013 HH148)",3.989,0.0919,2.59,128.75,28.78,3.622,2460000.5,127.49,3.05
"555018 (2013 NP19)",3.987,0.2616,3.94,116.78,230.39,2.944,2460000.5,47.84,2.99
"555344 (2013 VS62)",3.964,0.1515,8.00,215.20,269.28,3.364,2460000.5,6.04,3.02
"555807 (2014 EY36)",3.99,0.1044,10.31,111.04,191.60,3.574,2460000.5,291.37,3.02
"555997 (2014 HL183)",3.975,0.1679,2.95,10.19,278.57,3.308,2460000.5,348.15,3.03
"556078 (2014 JJ118)",3.945,0.2184,9.42,286.24,322.12,3.083,2460000.5,32.19,3
"557340 (2014 UR104)",3.957,0.2168,2.74,157.58,179.90,3.100,2460000.5,52.27,3.02
"557434 (2014 UN193)",3.977,0.2698,4.05,95.52,237.84,2.904,2460000.5,51.02,2.99
"559068 (2015 BC416)",3.931,0.0745,6.01,113.24,289.91,3.638,2460000.5,106.88,3.05
"561049 (2015 PV94)",3.985,0.0920,1.80,258.25,311.63,3.618,2460000.5,71.83,3.05
"561074 (2015 PO184)",3.926,0.1475,4.53,100.12,332.42,3.347,2460000.5,260.42,3.04
"564190 (2016 GU6)",3.958,0.0872,10.18,346.59,120.92,3.613,2460000.5,23.71,3.02
"566412 (2017 XC48)",3.935,0.1405,4.36,89.96,168.07,3.382,2460000.5,43.55,3.04
"566413 (2017 XP50)",3.998,0.1465,3.02,207.49,286.36,3.413,2460000.5,180.37,3.03
"566529 (2018 PF32)",3.997,0.1854,4.12,68.57,357.64,3.256,2460000.5,117.63,3.02
"567058 (2019 AM25)",3.969,0.1751,14.69,113.24,12.54,3.274,2460000.5,156.22,2.98
"567221 (2000 SD379)",3.963,0.1673,7.95,248.70,227.67,3.300,2460000.5,186.30,3.02
"568508 (2004 EB118)",3.979,0.1182,3.74,130.04,28.45,3.509,2460000.5,151.28,3.04
"569107 (2005 JS129)",3.951,0.1615,3.35,152.02,22.97,3.313,2460000.5,135.34,3.03
"569121 (2005 JM190)",3.944,0.1611,3.07,138.77,347.95,3.308,2460000.5,179.27,3.04
"569235 (2005 QB99)",3.956,0.2204,3.97,81.18,248.17,3.084,2460000.5,87.82,3.01
"569249 (2005 QK146)",3.958,0.2369,10.90,9.37,331.43,3.020,2460000.5,72.71,2.98
"569320 (2005 SJ8)",3.984,0.2084,3.64,343.59,347.94,3.153,2460000.5,99.42,3.01
"569367 (2005 SO276)",3.936,0.2721,4.27,121.91,165.30,2.865,2460000.5,145.43,2.99
"569802 (2005 XW93)",3.961,0.1525,3.38,156.94,129.00,3.357,2460000.5,134.85,3.04
"569913 (2005 YH233)",3.959,0.1521,2.06,333.49,117.87,3.357,2460000.5,78.40,3.04
"570382 (2006 QE48)",3.93,0.2564,4.32,127.98,224.94,2.922,2460000.5,36.15,3
"570417 (2006 QQ201)",3.958,0.2263,5.18,85.08,261.39,3.062,2460000.5,19.14,3.01
"570467 (2006 SX70)",3.998,0.2329,13.86,195.87,143.99,3.067,2460000.5,46.49,2.96
"570525 (2006 SB322)",3.987,0.2801,3.46,146.87,213.97,2.871,2460000.5,32.21,2.98
"570670 (2006 UK197)",3.966,0.2133,8.31,225.69,81.03,3.120,2460000.5,98.34,3
"570672 (2006 UA203)",3.955,0.3011,11.01,64.66,272.89,2.764,2460000.5,52.11,2.95
"570738 (2006 UV382)",3.982,0.3206,8.50,225.33,110.73,2.705,2460000.5,73.37,2.95
"570789 (2006 VR148)",3.959,0.2797,7.51,295.98,32.44,2.852,2460000.5,77.34,2.98
"570919 (2006 WQ225)",3.961,0.1147,7.33,305.93,345.46,3.507,2460000.5,125.40,3.03
"571449 (2007 RX84)",3.996,0.0862,2.10,1.59,188.20,3.652,2460000.5,125.96,3.05
"571594 (2007 TE316)",3.969,0.1059,4.83,65.80,284.19,3.548,2460000.5,29.70,3.04
"571772 (2007 VZ223)",3.934,0.1759,4.44,160.49,193.40,3.242,2460000.5,40.00,3.03
"571909 (2007 YK75)",3.973,0.2499,9.38,356.76,10.95,2.980,2460000.5,38.25,2.98
"573684 (2009 QC64)",3.951,0.2511,6.57,28.48,305.05,2.959,2460000.5,272.02,2.99
"573788 (2009 SK385)",3.915,0.1494,4.26,74.24,47.38,3.330,2460000.5,185.45,3.04
"574117 (2010 CC37)",3.995,0.2671,15.49,139.30,266.22,2.928,2460000.5,290.79,2.93
"574263 (2010 FU142)",3.903,0.1985,4.56,103.52,192.88,3.128,2460000.5,137.39,3.03
"574433 (2010 NN128)",3.974,0.1654,10.65,137.94,227.73,3.317,2460000.5,208.93,3
"574821 (2010 XS98)",3.976,0.1641,5.29,227.63,292.83,3.323,2460000.5,156.40,3.03
"574825 (2010 XD107)",3.959,0.2059,12.62,149.45,352.55,3.143,2460000.5,172.33,2.98
"574922 (2011 CR2)",3.981,0.2006,6.80,268.39,188.28,3.182,2460000.5,207.86,3.01
"575094 (2011 GP92)",3.973,0.2257,12.43,195.08,82.28,3.076,2460000.5,148.84,2.97
"575108 Doyrantsi (2011 HK35)",3.959,0.1421,3.45,40.76,248.35,3.396,2460000.5,111.76,3.04
"576101 (2012 DD112)",3.938,0.0791,10.59,287.52,227.41,3.626,2460000.5,157.64,3.03
"576295 (2012 LQ11)",3.956,0.2870,13.31,110.76,210.50,2.821,2460000.5,84.84,2.94
"576358 (2012 PC46)",3.973,0.1095,6.63,139.13,358.91,3.538,2460000.5,328.08,3.04
"577724 (2013 PP11)",3.935,0.1781,7.92,231.84,104.40,3.234,2460000.5,64.96,3.02
"577778 (2013 QH30)",3.977,0.2293,6.82,344.63,333.08,3.066,2460000.5,74.63,3
"579199 (2014 OH213)",3.95,0.2216,4.07,83.21,316.25,3.075,2460000.5,322.77,3.01
"579390 (2014 QX442)",3.952,0.1789,4.43,84.01,266.08,3.245,2460000.5,59.55,3.03
"579452 (2014 SO140)",3.984,0.2389,3.85,68.57,299.23,3.032,2460000.5,25.15,3
"579478 (2014 SJ234)",3.981,0.2108,3.97,75.20,267.19,3.141,2460000.5,45.71,3.01
"579526 (2014 TO7)",3.945,0.2451,4.04,63.31,279.54,2.978,2460000.5,56.44,3
"579583 (2014 UM80)",3.958,0.2060,2.27,241.11,102.85,3.142,2460000.5,54.61,3.02
"579594 (2014 UU103)",3.981,0.2606,9.14,184.18,169.22,2.943,2460000.5,48.32,2.98
"579600 (2014 UF132)",3.947,0.2509,8.54,195.72,141.82,2.956,2460000.5,71.72,2.99
"579617 (2014 UN183)",3.961,0.2933,11.84,52.36,275.69,2.799,2460000.5,64.97,2.95
"579619 (2014 UL184)",3.99,0.1747,8.46,349.24,343.81,3.293,2460000.5,56.49,3.01
"579631 (2014 UL214)",3.962,0.2565,12.00,99.77,245.12,2.946,2460000.5,51.97,2.96
"579691 (2014 WC86)",3.947,0.2755,3.26,156.95,182.82,2.859,2460000.5,64.50,2.99
"579793 (2014 WE396)",3.958,0.3290,13.54,356.39,339.21,2.656,2460000.5,60.64,2.92
"579960 (2015 AM)",3.936,0.1867,10.74,68.96,281.82,3.201,2460000.5,49.58,3
"580569 (2015 CY14)",3.944,0.1566,5.32,96.74,61.46,3.326,2460000.5,357.64,3.03
"582454 (2015 UF7)",3.974,0.2961,8.49,122.13,260.42,2.798,2460000.5,340.65,2.96
"582590 (2015 XF292)",3.94,0.1737,6.45,90.44,236.97,3.256,2460000.5,58.56,3.02
"582672 (2016 AC48)",3.833,0.0806,6.82,96.32,301.70,3.524,2460000.5,39.43,3.06
"583615 (2016 LZ26)",3.937,0.1158,6.65,151.08,172.59,3.481,2460000.5,247.78,3.04
"584601 (2017 OM10)",3.91,0.1224,3.89,189.22,174.07,3.432,2460000.5,218.27,3.05
"587013 (2005 QB189)",3.962,0.3032,12.37,55.25,257.95,2.761,2460000.5,113.74,2.94
"587024 (2005 QR200)",3.91,0.1533,5.87,165.35,123.05,3.310,2460000.5,137.84,3.04
"587028 (2005 QW204)",3.955,0.2776,5.56,216.36,98.13,2.857,2460000.5,94.85,2.98
"587042 (2005 RD57)",3.907,0.1500,4.14,83.36,185.08,3.320,2460000.5,152.62,3.04
"587046 (2005 SQ115)",3.96,0.0698,10.62,198.61,90.58,3.684,2460000.5,151.27,3.02
"587066 (2005 SF282)",3.978,0.1784,9.01,20.95,289.71,3.268,2460000.5,109.08,3.01
"587094 (2005 TD85)",3.968,0.1791,2.25,348.67,315.78,3.258,2460000.5,129.23,3.03
"587096 (2005 TZ109)",3.937,0.1717,4.18,230.03,85.30,3.261,2460000.5,123.85,3.03
"587111 (2005 TJ197)",3.971,0.2365,14.45,149.46,195.47,3.032,2460000.5,87.31,2.95
"587303 (2005 WJ212)",3.973,0.0793,3.00,6.06,94.50,3.658,2460000.5,27.61,3.05
"587714 (2006 SQ250)",3.948,0.2217,1.83,335.74,31.38,3.073,2460000.5,42.16,3.02
"587727 (2006 SV326)",3.955,0.2074,3.65,162.35,181.81,3.135,2460000.5,58.34,3.02
"587768 (2006 UB6)",3.994,0.1608,1.01,124.93,204.98,3.352,2460000.5,65.64,3.03
"587773 (2006 UA86)",3.905,0.2134,4.07,9.89,316.51,3.072,2460000.5,95.26,3.02
"587826 (2006 WX74)",3.947,0.2304,14.47,56.33,275.41,3.038,2460000.5,90.88,2.96
"587847 (2006 WG202)",3.959,0.2024,11.16,86.80,35.79,3.158,2460000.5,7.25,2.99
"587860 (2006 WE221)",3.978,0.1973,9.21,130.72,202.85,3.193,2460000.5,93.13,3
"587951 (2007 DT16)",3.953,0.1249,6.83,122.69,336.36,3.459,2460000.5,55.17,3.03
"588545 (2008 FM140)",3.97,0.2326,14.93,188.87,310.94,3.046,2460000.5,3.93,2.95
"589044 (2009 BB199)",3.957,0.1434,9.39,89.44,229.38,3.389,2460000.5,111.40,3.02
"591452 (2013 SL75)",3.994,0.1850,3.98,114.86,194.10,3.255,2460000.5,106.63,3.02
"591470 (2013 TU116)",3.979,0.2712,4.48,288.75,24.32,2.900,2460000.5,111.09,2.99
"592437 (2014 WS228)",3.958,0.1363,7.56,249.85,40.19,3.419,2460000.5,130.14,3.03
"592524 (2015 AW49)",3.964,0.1049,11.44,166.25,10.13,3.549,2460000.5,273.37,3.01
"592527 (2015 AS57)",3.957,0.2178,6.72,107.75,17.15,3.095,2460000.5,1.91,3.01
"592596 (2015 BZ95)",3.957,0.1146,3.54,113.33,326.70,3.503,2460000.5,31.42,3.04
"592630 (2015 BT235)",3.963,0.0879,7.96,346.95,161.02,3.615,2460000.5,337.29,3.04
