"full_name","a","e","i","om","w","q","epoch","ma","t_jup"
" 56996 (2000 SP307)",3.97,0.1702,7.29,305.60,154.40,3.294,2460000.5,244.95,3.02
" 57027 (2000 UB59)",3.954,0.1336,3.35,285.48,150.08,3.426,2460000.5,270.00,3.04
" 57759 (2001 VW22)",3.968,0.2011,3.75,57.09,35.73,3.170,2460000.5,224.05,3.02
" 58095 Oranienstein (1973 SN)",3.991,0.1168,2.39,335.01,314.44,3.525,2460000.5,117.97,3.04
" 58188 (1991 TA9)",3.945,0.1708,5.01,35.04,325.87,3.271,2460000.5,26.07,3.03
" 58279 Kamerlingh (1993 TE40)",3.972,0.1384,5.84,125.93,359.48,3.422,2460000.5,165.35,3.03
" 58353 (1995 EW4)",3.984,0.1750,2.89,32.93,23.67,3.287,2460000.5,279.81,3.03
" 59050 (1998 TB33)",3.945,0.2169,7.17,48.05,266.18,3.089,2460000.5,94.79,3.01
" 59079 (1998 VY19)",3.962,0.1469,12.41,68.76,214.66,3.380,2460000.5,125.16,3
" 59112 (1998 WN35)",3.993,0.1855,2.66,229.19,115.36,3.252,2460000.5,65.64,3.02
" 60232 (1999 VL148)",3.975,0.2158,8.18,209.46,146.86,3.117,2460000.5,17.99,3
" 60381 (2000 AX180)",3.969,0.1438,12.77,159.49,152.17,3.398,2460000.5,128.35,3
" 60398 (2000 AG251)",3.927,0.1489,1.83,119.36,58.54,3.343,2460000.5,289.47,3.04
" 61042 Noviello (2000 KB61)",3.983,0.2689,9.54,100.43,267.08,2.912,2460000.5,206.08,2.97
" 62145 (2000 SH16)",3.961,0.1562,7.20,299.20,148.62,3.342,2460000.5,232.59,3.02
" 62241 (2000 SW75)",3.982,0.2125,11.42,43.24,25.18,3.136,2460000.5,262.44,2.98
" 62244 (2000 SM77)",3.923,0.2333,2.49,330.11,103.74,3.008,2460000.5,269.58,3.01
" 62408 (2000 SU176)",3.97,0.2189,7.42,308.60,130.70,3.101,2460000.5,271.99,3
" 62489 (2000 SS223)",3.963,0.2003,3.06,166.05,288.46,3.169,2460000.5,247.54,3.02
" 62820 (2000 UF46)",3.941,0.2199,2.51,333.89,78.94,3.074,2460000.5,309.36,3.02
" 62959 (2000 VV39)",3.942,0.1419,3.35,319.56,91.10,3.383,2460000.5,294.45,3.04
" 63184 (2000 YL91)",3.973,0.1458,9.36,101.47,218.78,3.393,2460000.5,64.60,3.02
" 63249 (2001 BW35)",3.913,0.1173,9.06,25.30,234.83,3.454,2460000.5,184.96,3.03
" 63293 (2001 DT89)",3.94,0.1618,3.26,145.19,137.40,3.303,2460000.5,163.97,3.04
" 63488 (2001 OT56)",3.965,0.1386,8.31,130.30,196.18,3.416,2460000.5,257.00,3.02
" 63491 (2001 OY60)",3.985,0.2267,2.87,16.63,306.37,3.081,2460000.5,253.17,3.01
" 64390 (2001 UY149)",3.933,0.2477,2.53,110.89,346.35,2.959,2460000.5,237.60,3.01
" 64823 (2001 XO240)",3.946,0.2341,0.91,87.19,359.56,3.022,2460000.5,266.44,3.01
" 65236 (2002 EW97)",3.929,0.1367,7.82,40.51,208.69,3.392,2460000.5,190.09,3.03
" 65244 Ianwong (2002 ED126)",3.982,0.1991,7.37,216.78,82.43,3.189,2460000.5,99.23,3.01
" 65374 (2002 PP55)",3.969,0.2762,9.16,160.00,197.86,2.873,2460000.5,204.36,2.97
" 65389 (2002 RF12)",3.952,0.2619,2.27,210.76,145.37,2.917,2460000.5,219.93,3
" 65821 De Curtis (1996 UC3)",3.981,0.2386,4.31,301.91,102.79,3.031,2460000.5,104.91,3
" 65859 Madler (1997 GF42)",3.968,0.1532,5.46,153.86,1.23,3.360,2460000.5,142.87,3.03
" 65989 (1998 KZ12)",3.974,0.1530,3.54,348.69,223.41,3.366,2460000.5,52.82,3.03
" 66187 (1998 XS73)",3.986,0.1622,7.67,307.70,172.26,3.339,2460000.5,353.22,3.02
" 66227 (1999 CR109)",3.972,0.2168,7.01,277.48,179.28,3.111,2460000.5,43.19,3
" 67246 (2000 ED70)",3.953,0.1930,9.53,175.51,256.76,3.190,2460000.5,62.25,3
" 67340 (2000 JJ21)",3.985,0.1903,7.44,249.41,177.59,3.226,2460000.5,89.76,3.01
" 67368 (2000 LH33)",3.972,0.2676,9.08,126.53,219.25,2.909,2460000.5,224.08,2.97
" 68247 (2001 DV70)",3.967,0.1364,3.21,160.65,79.98,3.426,2460000.5,223.70,3.04
" 68287 (2001 FL24)",3.987,0.1458,11.36,290.85,292.06,3.405,2460000.5,237.70,3
" 68374 (2001 PM14)",3.985,0.1886,10.01,146.76,205.23,3.234,2460000.5,242.62,3
" 68402 (2001 QM98)",3.939,0.1872,7.72,294.85,40.99,3.201,2460000.5,263.43,3.02
" 68933 (2002 OM20)",3.917,0.2499,7.94,157.36,218.63,2.938,2460000.5,184.66,2.99
" 69302 (1992 EZ10)",3.97,0.1330,3.85,165.14,353.59,3.442,2460000.5,337.76,3.04
" 69417 (1995 WV35)",3.945,0.2302,0.65,264.01,119.07,3.037,2460000.5,199.17,3.01
" 69566 (1998 BX)",3.967,0.2599,3.80,129.82,270.11,2.936,2460000.5,129.85,2.99
" 71701 (2000 GR19)",3.871,0.1234,0.63,248.77,120.68,3.393,2460000.5,181.26,3.06
" 73418 (2002 LK36)",3.976,0.2861,9.71,255.88,108.55,2.839,2460000.5,182.28,2.96
" 73436 (2002 MH2)",3.953,0.2028,7.53,266.21,104.82,3.151,2460000.5,169.40,3.01
" 73455 (2002 NT36)",3.938,0.2446,8.58,210.18,148.73,2.975,2460000.5,194.33,2.99
" 73457 (2002 NZ43)",3.939,0.2726,9.97,134.58,250.33,2.865,2460000.5,172.68,2.97
" 73458 (2002 NZ47)",3.985,0.1596,9.71,130.84,287.30,3.349,2460000.5,116.04,3.01
" 73475 (2002 PV1)",3.934,0.2507,1.72,357.40,353.73,2.948,2460000.5,215.71,3
" 73654 (1981 ET6)",3.958,0.1454,9.45,320.04,237.35,3.383,2460000.5,114.03,3.02
" 73769 Delphi (1994 PN12)",3.982,0.2613,1.90,246.96,113.01,2.942,2460000.5,198.18,3
" 73886 (1997 EY5)",3.946,0.1238,2.57,11.76,173.85,3.457,2460000.5,108.46,3.04
" 74051 (1998 HP150)",3.916,0.1364,3.52,95.12,169.51,3.382,2460000.5,17.31,3.04
" 74054 (1998 JT4)",3.928,0.1604,5.05,65.42,155.66,3.298,2460000.5,69.82,3.03
" 76750 (2000 JX73)",3.957,0.2273,13.09,67.44,237.73,3.057,2460000.5,269.85,2.97
" 76805 (2000 QY14)",3.964,0.1038,3.04,120.15,152.68,3.553,2460000.5,350.28,3.05
" 76810 (2000 QC50)",3.948,0.0766,8.60,348.57,247.85,3.645,2460000.5,44.09,3.04
" 76811 (2000 QK57)",3.958,0.0778,11.95,150.98,71.07,3.650,2460000.5,52.33,3.02
" 76822 (2000 SA51)",3.956,0.1369,3.78,295.44,285.73,3.414,2460000.5,74.73,3.04
" 76831 (2000 ST222)",3.995,0.1549,6.21,302.95,265.83,3.376,2460000.5,78.60,3.02
" 77734 (2001 OH76)",3.981,0.1673,5.22,41.89,302.44,3.315,2460000.5,234.76,3.02
" 77820 (2001 QR174)",3.969,0.2371,10.88,23.54,312.10,3.028,2460000.5,259.64,2.98
" 77884 (2001 SG126)",3.953,0.1891,7.32,285.19,33.67,3.205,2460000.5,288.94,3.01
" 77892 (2001 SZ250)",3.987,0.1506,3.64,157.88,0.51,3.386,2460000.5,131.28,3.03
" 77893 (2001 SM251)",3.97,0.0989,1.42,93.33,184.25,3.577,2460000.5,351.90,3.05
" 77895 (2001 SH324)",3.923,0.2499,10.05,93.00,231.91,2.943,2460000.5,260.09,2.98
" 77903 (2001 TQ142)",3.938,0.1533,8.17,72.17,119.59,3.334,2460000.5,85.82,3.02
" 77905 (2001 TR147)",3.941,0.1327,8.17,158.67,344.31,3.418,2460000.5,155.67,3.03
" 77910 (2001 TV235)",3.995,0.1164,9.90,131.06,79.53,3.530,2460000.5,68.52,3.02
" 78133 (2002 NQ13)",3.947,0.3030,13.88,131.53,232.92,2.751,2460000.5,191.57,2.93
" 78159 (2002 NA28)",3.987,0.1589,7.37,251.74,113.50,3.353,2460000.5,204.35,3.02
" 78470 (2002 RM45)",3.944,0.2751,4.00,22.55,339.25,2.859,2460000.5,214.82,2.99
" 78477 (2002 RF51)",3.984,0.1640,8.38,24.58,347.86,3.330,2460000.5,202.34,3.01
" 78809 (2003 OR22)",3.97,0.3297,12.76,177.62,222.52,2.661,2460000.5,152.26,2.92
" 78815 (2003 PN6)",3.939,0.1932,7.57,314.07,81.93,3.179,2460000.5,135.59,3.01
" 78867 Isakowitz (2003 QE81)",3.902,0.0570,2.62,125.97,264.93,3.679,2460000.5,144.59,3.06
" 79096 (1981 EM20)",3.955,0.1364,8.40,4.91,158.72,3.416,2460000.5,123.06,3.02
" 79097 (1981 EC24)",3.95,0.1262,2.42,194.30,16.32,3.452,2460000.5,106.54,3.04
" 79190 (1993 TT9)",3.959,0.0929,6.50,244.90,262.38,3.591,2460000.5,153.80,3.04
" 79439 (1997 TL16)",3.926,0.1822,2.83,164.03,95.12,3.211,2460000.5,163.15,3.03
" 79515 (1998 KU29)",3.964,0.1073,8.49,91.65,117.14,3.538,2460000.5,71.05,3.03
" 79724 (1998 SC125)",3.996,0.2538,6.49,43.66,308.15,2.982,2460000.5,37.22,2.99
" 82011 (2000 RW68)",3.982,0.1618,3.66,52.96,57.90,3.338,2460000.5,203.83,3.03
" 82023 (2000 SG34)",3.975,0.0389,3.97,76.91,55.16,3.820,2460000.5,162.86,3.05
" 82041 (2000 SL191)",3.973,0.1902,9.70,145.89,330.72,3.217,2460000.5,207.92,3
" 82043 (2000 SN238)",3.998,0.1209,9.72,74.47,6.80,3.515,2460000.5,238.11,3.02
" 82044 (2000 SP238)",3.973,0.1555,10.62,79.89,40.51,3.355,2460000.5,222.04,3.01
" 83722 (2001 TL98)",3.974,0.1287,3.25,159.94,46.21,3.463,2460000.5,67.35,3.04
" 83801 (2001 TG218)",3.981,0.1997,8.92,179.74,280.56,3.186,2460000.5,199.53,3
" 83804 (2001 TA222)",3.945,0.1400,8.82,18.29,140.39,3.393,2460000.5,153.45,3.02
" 83867 (2001 UC77)",3.957,0.1579,8.47,189.94,305.79,3.333,2460000.5,180.42,3.02
" 83877 (2001 UE96)",3.943,0.2129,2.30,122.43,350.00,3.104,2460000.5,199.86,3.02
" 83900 (2001 UN157)",3.927,0.1001,3.45,168.27,269.72,3.534,2460000.5,244.64,3.05
" 83903 (2001 UR166)",3.969,0.0810,3.29,173.14,359.04,3.647,2460000.5,118.25,3.05
" 83916 (2001 VS8)",3.976,0.1443,8.36,230.77,261.34,3.403,2460000.5,190.47,3.02
" 84103 (2002 RH12)",3.994,0.1623,11.30,179.29,192.13,3.346,2460000.5,196.24,3
" 85142 (1981 EO29)",3.988,0.1934,4.99,272.59,291.40,3.217,2460000.5,85.63,3.02
" 85162 (1988 SL2)",3.959,0.1832,3.18,162.36,304.76,3.234,2460000.5,50.85,3.03
" 85163 (1988 SQ2)",3.922,0.2190,8.31,175.87,234.21,3.063,2460000.5,118.34,3
" 85577 (1998 DC2)",3.986,0.2153,4.52,28.66,4.85,3.128,2460000.5,135.00,3.01
" 86366 (1999 XO213)",3.945,0.2518,8.65,123.45,242.87,2.951,2460000.5,37.88,2.98
" 86435 (2000 CL9)",3.989,0.1177,7.05,284.09,10.58,3.520,2460000.5,145.90,3.03
" 87704 (2000 SG23)",3.951,0.2802,2.16,92.07,319.45,2.844,2460000.5,298.34,2.99
" 87811 (2000 SO145)",3.967,0.2209,12.69,203.78,220.47,3.091,2460000.5,270.59,2.97
" 87956 (2000 TM4)",3.935,0.2275,2.28,307.08,127.59,3.040,2460000.5,259.09,3.02
" 88230 (2001 BT65)",3.973,0.1476,7.36,257.91,4.17,3.386,2460000.5,174.69,3.02
" 88246 (2001 DZ25)",3.973,0.0852,17.14,131.21,106.48,3.635,2460000.5,196.96,2.97
" 88253 (2001 FV69)",3.958,0.1272,9.39,47.83,125.77,3.454,2460000.5,293.01,3.02
" 89903 Post (2002 DL3)",3.997,0.1281,5.62,56.14,342.35,3.485,2460000.5,332.32,3.03
" 89928 (2002 EB70)",3.929,0.1231,3.59,197.02,54.77,3.446,2460000.5,189.09,3.05
" 90456 (2004 CV2)",3.967,0.1690,12.46,178.50,335.31,3.297,2460000.5,145.34,2.99
" 90502 Buratti (2004 EM7)",3.983,0.1921,9.11,175.46,313.72,3.218,2460000.5,174.82,3
" 90704 (1988 RO12)",3.952,0.0330,0.62,104.48,6.24,3.821,2460000.5,25.55,3.06
" 90737 (1993 FQ15)",3.941,0.0843,9.51,142.85,22.34,3.609,2460000.5,319.02,3.03
" 91273 (1999 DN)",3.929,0.1894,7.69,311.50,121.40,3.185,2460000.5,91.51,3.02
" 91304 (1999 FU44)",3.968,0.1891,7.69,326.50,131.09,3.218,2460000.5,66.73,3.01
" 92272 (2000 CB54)",3.963,0.1163,7.18,288.13,200.67,3.502,2460000.5,347.14,3.03
" 92281 (2000 DS8)",3.971,0.1693,3.27,159.64,311.50,3.299,2460000.5,11.81,3.03
" 92283 (2000 DC45)",3.994,0.0817,2.46,212.64,346.38,3.667,2460000.5,286.68,3.05
" 92284 (2000 DV76)",3.992,0.1183,3.16,320.81,231.52,3.520,2460000.5,307.70,3.04
" 92287 (2000 EX14)",3.947,0.1026,8.08,350.69,131.63,3.542,2460000.5,345.82,3.03
" 92326 (2000 GS53)",3.96,0.2505,5.52,192.30,182.70,2.968,2460000.5,156.62,3
" 92344 (2000 GP147)",3.967,0.1895,12.51,150.66,321.34,3.216,2460000.5,31.65,2.99
" 94266 (2001 DO)",3.945,0.0868,8.59,195.37,93.49,3.602,2460000.5,166.25,3.03
" 94275 (2001 DN34)",3.946,0.1506,8.09,338.19,270.01,3.352,2460000.5,198.26,3.02
" 94299 (2001 DB108)",3.969,0.1869,11.94,30.38,196.51,3.227,2460000.5,209.31,2.99
" 95952 (2003 QP12)",3.963,0.2879,7.10,84.86,309.75,2.822,2460000.5,129.61,2.97
" 95957 (2003 SU101)",3.948,0.2346,10.11,299.87,103.72,3.021,2460000.5,144.93,2.98
" 96086 Toscanos (1006 T-2)",3.972,0.1198,4.95,194.30,116.67,3.496,2460000.5,159.24,3.04
" 96180 (1988 SR2)",3.974,0.1301,2.15,23.83,222.59,3.457,2460000.5,231.52,3.04
" 96609 (1999 AQ35)",3.952,0.1526,9.08,142.89,316.09,3.349,2460000.5,54.07,3.02
" 97700 (2000 GU62)",3.972,0.2011,3.06,171.97,262.33,3.173,2460000.5,72.73,3.02
" 98002 (2000 QG199)",3.983,0.1587,4.82,96.60,169.49,3.351,2460000.5,352.93,3.03
" 99251 (2001 LM)",3.973,0.2121,9.74,124.54,220.40,3.131,2460000.5,231.11,2.99
" 99300 (2001 RV52)",3.915,0.0324,5.86,110.70,264.11,3.788,2460000.5,245.87,3.05
" 99850 (2002 NS52)",3.97,0.2352,4.10,109.55,290.53,3.036,2460000.5,155.99,3
" 99862 Kenlevin (2002 OD25)",3.951,0.2611,10.09,120.57,261.84,2.920,2460000.5,186.14,2.97
" 99877 (2002 PB78)",3.954,0.2726,14.27,347.19,25.49,2.876,2460000.5,189.98,2.94
" 99982 (1981 EJ21)",3.955,0.1678,9.67,165.20,14.98,3.291,2460000.5,116.25,3.01
"100133 Demosthenes (1993 RG14)",3.947,0.2076,2.56,357.81,299.02,3.128,2460000.5,316.97,3.02
"100229 Jeanbailly (1994 PB18)",3.947,0.2398,4.76,163.92,197.38,3.001,2460000.5,218.05,3
"100231 Monceau (1994 PB20)",3.959,0.2946,2.78,7.89,13.51,2.792,2460000.5,208.70,2.98
"101153 (1998 RP72)",3.956,0.1840,9.07,178.59,169.35,3.228,2460000.5,53.17,3.01
"101965 (1999 RY41)",3.962,0.3428,6.21,217.22,169.65,2.604,2460000.5,342.37,2.94
"103537 (2000 BO17)",3.913,0.1466,6.61,85.06,65.23,3.339,2460000.5,327.32,3.03
"104102 (2000 EB43)",3.944,0.1715,4.50,1.78,110.44,3.267,2460000.5,30.97,3.03
"104876 (2000 HH98)",3.946,0.0889,3.87,84.36,307.74,3.595,2460000.5,143.21,3.05
"104943 (2000 JQ40)",3.967,0.1937,9.65,72.80,20.18,3.198,2460000.5,67.11,3
"105935 (2000 SP224)",3.984,0.1319,13.88,341.60,218.25,3.458,2460000.5,95.93,2.99
"108565 (2001 MC)",3.986,0.1586,4.85,108.37,235.04,3.354,2460000.5,224.95,3.03
"108597 (2001 MJ16)",3.93,0.2138,3.68,45.53,294.77,3.090,2460000.5,253.95,3.02
"108902 (2001 PR6)",3.996,0.2153,1.34,140.90,172.71,3.135,2460000.5,267.25,3.01
"108996 (2001 PR61)",3.988,0.1811,1.96,107.30,234.65,3.266,2460000.5,251.34,3.03
"109184 (2001 QE69)",3.947,0.2229,7.58,258.06,73.62,3.067,2460000.5,276.68,3
"109612 (2001 QF289)",3.951,0.2138,9.45,145.41,193.67,3.106,2460000.5,249.29,3
"109962 (2001 SN49)",3.968,0.1577,5.46,125.36,207.89,3.342,2460000.5,286.39,3.03
"110112 (2001 SA136)",3.982,0.1286,2.27,356.74,323.16,3.470,2460000.5,287.29,3.04
"110659 (2001 TX176)",3.929,0.0885,8.59,217.50,273.66,3.581,2460000.5,157.68,3.04
"110853 (2001 UT76)",3.981,0.1481,14.17,207.02,299.88,3.392,2460000.5,153.03,2.98
"110921 (2001 UX141)",3.952,0.0786,9.50,45.07,92.69,3.642,2460000.5,163.67,3.03
"111743 (2002 CA94)",3.949,0.2160,8.29,1.99,300.44,3.096,2460000.5,110.35,3
"111885 (2002 EO139)",3.956,0.1872,7.58,3.52,344.36,3.215,2460000.5,70.68,3.01
"111928 (2002 GA22)",3.991,0.1367,3.06,193.50,45.18,3.446,2460000.5,192.88,3.04
"111995 (2002 GG114)",3.986,0.1183,7.60,60.70,274.35,3.515,2460000.5,90.95,3.03
"112432 (2002 ND53)",3.955,0.3084,1.65,105.29,274.05,2.735,2460000.5,184.99,2.97
"112442 (2002 OM3)",3.997,0.2499,7.95,264.10,116.63,2.998,2460000.5,191.35,2.98
"112553 (2002 PK44)",3.981,0.2544,3.64,129.40,217.11,2.968,2460000.5,221.35,3
"112586 (2002 PS56)",3.97,0.1980,14.52,330.77,48.31,3.184,2460000.5,188.31,2.97
"112694 (2002 PO101)",3.977,0.2823,11.25,197.62,201.63,2.855,2460000.5,160.60,2.95
"112822 (2002 QG8)",3.937,0.1876,10.48,5.51,338.29,3.199,2460000.5,221.89,3
"113224 (2002 RN121)",3.948,0.1776,7.41,259.46,82.18,3.247,2460000.5,241.25,3.02
"113403 (2002 ST23)",3.981,0.2641,5.19,221.68,148.18,2.930,2460000.5,202.29,2.99
"113415 Rauracia (2002 SN28)",3.99,0.2598,11.16,202.98,178.76,2.953,2460000.5,197.02,2.96
"114513 (2003 BQ1)",3.977,0.0817,8.92,174.08,317.55,3.653,2460000.5,182.89,3.03
"114749 (2003 HR29)",3.96,0.2052,9.26,40.97,237.53,3.148,2460000.5,147.88,3
"114830 (2003 OX21)",3.962,0.2485,2.20,351.84,23.06,2.978,2460000.5,165.57,3
"114837 (2003 OB28)",3.947,0.2632,3.14,148.89,249.18,2.908,2460000.5,132.18,3
"114937 (2003 QP51)",3.948,0.2466,5.49,34.06,20.36,2.975,2460000.5,113.69,3
"114954 (2003 QE57)",3.954,0.2905,5.79,20.71,349.57,2.805,2460000.5,156.04,2.98
"114997 (2003 QA73)",3.992,0.2109,5.25,271.37,136.10,3.150,2460000.5,110.58,3.01
"115069 (2003 RE21)",3.839,0.0799,2.45,77.30,295.42,3.533,2460000.5,192.80,3.07
"115088 (2003 SU13)",3.987,0.2198,3.41,40.62,10.08,3.110,2460000.5,123.27,3.01
"115097 (2003 SK18)",3.985,0.2375,9.47,70.36,355.42,3.038,2460000.5,99.63,2.98
"115170 (2003 SF81)",3.938,0.2002,9.70,31.66,357.88,3.150,2460000.5,170.98,3
"115315 (2003 SZ215)",3.996,0.2586,2.49,93.88,295.35,2.962,2460000.5,155.17,2.99
"115340 (2003 SL226)",3.893,0.0697,1.82,349.39,356.80,3.621,2460000.5,230.19,3.06
"115380 (2003 SJ271)",3.993,0.1456,10.10,93.26,323.42,3.412,2460000.5,136.61,3.01
"115440 (2003 TV6)",3.967,0.1735,14.31,68.42,318.15,3.279,2460000.5,152.07,2.98
"115463 (2003 TF16)",3.945,0.2497,5.57,102.34,290.62,2.960,2460000.5,163.56,3
"116280 (2003 YH47)",3.959,0.1462,10.63,290.04,253.99,3.380,2460000.5,92.89,3.01
"116489 (2004 BN12)",3.928,0.0626,1.29,312.25,201.23,3.682,2460000.5,135.61,3.06
"116512 (2004 BN38)",3.947,0.1559,2.83,49.85,107.70,3.332,2460000.5,120.25,3.04
"116784 (2004 EC34)",3.965,0.1075,1.23,284.04,239.44,3.539,2460000.5,152.56,3.05
"117102 (2004 OF3)",3.959,0.1231,3.89,183.34,142.29,3.472,2460000.5,127.78,3.04
"117106 (2004 OT6)",3.964,0.0713,3.34,136.48,171.15,3.681,2460000.5,118.18,3.05
"117108 (2004 PU1)",3.969,0.1207,6.33,92.79,199.96,3.490,2460000.5,140.62,3.03
"117113 (2004 PG11)",3.971,0.1014,9.91,143.61,168.75,3.568,2460000.5,126.58,3.02
"117131 (2004 PW60)",3.937,0.2449,9.52,183.85,260.06,2.973,2460000.5,56.76,2.98
"117200 (2004 RF176)",3.968,0.2240,9.20,289.96,178.46,3.079,2460000.5,19.34,2.99
"117288 (2004 TU221)",3.956,0.2246,9.79,131.07,295.81,3.068,2460000.5,93.53,2.99
"117667 (2005 EC205)",3.919,0.1371,4.88,50.08,56.17,3.382,2460000.5,191.01,3.04
"118177 (1992 EZ13)",3.971,0.1065,8.79,182.86,301.81,3.548,2460000.5,359.03,3.03
"118520 (2000 EU11)",3.953,0.1447,9.29,44.14,100.06,3.381,2460000.5,332.97,3.02
"119904 (2002 EX6)",3.949,0.1710,7.91,181.81,77.46,3.274,2460000.5,181.41,3.02
"119918 (2002 EX84)",3.947,0.1629,3.87,128.47,132.63,3.304,2460000.5,172.41,3.03
"119922 (2002 ES112)",3.984,0.2145,3.66,135.20,178.58,3.129,2460000.5,102.28,3.01
"119935 (2002 GD23)",3.924,0.1291,1.86,236.42,6.84,3.418,2460000.5,209.79,3.05
"119942 (2002 GJ129)",3.982,0.1185,4.04,229.42,61.79,3.510,2460000.5,145.97,3.04
"119944 (2002 GN171)",3.943,0.1104,5.39,46.62,227.29,3.508,2460000.5,168.60,3.04
"119945 (2002 JH12)",3.985,0.1241,4.97,220.38,10.26,3.491,2460000.5,212.28,3.04
"119946 (2002 JD53)",3.963,0.1544,9.51,35.34,186.77,3.351,2460000.5,223.59,3.01
"119950 (2002 KF2)",3.954,0.1118,12.46,189.86,78.57,3.512,2460000.5,185.08,3.01
"120175 (2003 KB11)",3.972,0.2460,4.03,175.39,104.03,2.995,2460000.5,153.59,3
"120179 (2003 QY75)",3.95,0.1977,10.11,322.54,87.13,3.169,2460000.5,135.87,3
"120287 (2004 HO59)",3.959,0.2103,1.47,240.40,56.11,3.126,2460000.5,86.89,3.02
"120329 (2004 ND17)",3.959,0.1374,3.54,152.48,111.70,3.415,2460000.5,160.70,3.04
"120336 (2004 PX53)",3.974,0.1623,5.03,71.79,258.88,3.329,2460000.5,122.19,3.03
"120363 (2005 NU17)",3.978,0.3087,10.58,77.83,262.52,2.750,2460000.5,67.14,2.94
"120618 (1995 YD5)",3.968,0.2715,3.92,84.66,260.32,2.890,2460000.5,196.13,2.99
"120662 (1996 VK9)",3.982,0.2583,9.85,97.77,318.96,2.953,2460000.5,109.66,2.97
"120761 (1998 AX1)",3.97,0.2179,1.60,300.04,140.35,3.105,2460000.5,89.47,3.02
"120962 (1998 VM11)",3.969,0.1705,1.94,121.88,235.52,3.292,2460000.5,60.60,3.03
"121005 (1998 YM31)",3.946,0.1619,7.92,211.73,99.53,3.308,2460000.5,128.43,3.02
"121045 (1999 CV29)",3.95,0.1922,9.60,139.34,330.51,3.190,2460000.5,49.57,3
"124100 (2001 HS41)",3.946,0.2636,9.49,128.54,289.29,2.906,2460000.5,97.95,2.98
"124174 (2001 OR24)",3.956,0.2478,2.21,348.61,353.85,2.976,2460000.5,247.87,3
"124269 (2001 QD18)",3.95,0.2470,9.14,168.17,151.00,2.974,2460000.5,282.29,2.98
"124791 (2001 SP261)",3.984,0.1550,2.03,334.78,310.87,3.367,2460000.5,329.58,3.03
"125286 (2001 VZ22)",3.938,0.2691,6.93,42.35,35.04,2.878,2460000.5,247.02,2.98
"127426 (2002 OV21)",3.976,0.3106,9.69,165.45,213.54,2.741,2460000.5,181.74,2.95
"127442 (2002 PW66)",3.952,0.2952,6.11,155.69,211.25,2.785,2460000.5,187.10,2.97
"127448 (2002 PY118)",3.989,0.1495,7.24,271.70,129.03,3.392,2460000.5,158.30,3.02
"127449 (2002 PM124)",3.953,0.2473,2.36,204.11,168.01,2.976,2460000.5,196.59,3
"127469 (2002 RP94)",3.948,0.2492,3.33,153.99,185.18,2.964,2460000.5,236.47,3
"127519 (2002 UJ16)",3.984,0.2471,7.01,128.29,201.77,2.999,2460000.5,245.79,2.99
"128059 (2003 NW2)",3.98,0.2352,11.90,77.73,307.82,3.043,2460000.5,139.88,2.97
"128121 (2003 QA35)",3.957,0.2894,1.09,22.13,7.99,2.812,2460000.5,134.20,2.98
"128126 (2003 QY39)",3.983,0.2505,1.77,246.07,160.86,2.986,2460000.5,125.66,3
"128175 (2003 RP9)",3.979,0.1963,9.60,242.78,174.86,3.198,2460000.5,118.30,3
"128198 (2003 SR39)",3.971,0.2120,8.33,335.90,56.04,3.129,2460000.5,150.89,3
"128203 (2003 SN52)",3.92,0.3112,3.58,142.38,240.18,2.700,2460000.5,176.13,2.97
"128209 (2003 SS65)",3.989,0.1541,3.13,115.16,285.25,3.375,2460000.5,116.80,3.03
"128235 (2003 ST150)",3.99,0.1594,11.37,60.53,352.22,3.354,2460000.5,117.93,3
"128254 (2003 SL259)",3.952,0.2752,3.10,32.09,353.79,2.864,2460000.5,172.30,2.99
"128295 (2003 WD111)",3.989,0.1688,4.89,319.84,52.71,3.316,2460000.5,186.67,3.02
"128420 (2004 MS)",3.966,0.1859,7.15,209.39,114.77,3.229,2460000.5,80.48,3.01
"128632 (2004 RT11)",3.941,0.0508,6.07,338.40,216.40,3.740,2460000.5,263.94,3.05
"128858 (2004 SQ20)",3.987,0.2236,2.22,208.67,225.54,3.095,2460000.5,85.67,3.01
"129002 (2004 TR256)",3.992,0.2204,8.57,11.36,79.50,3.112,2460000.5,71.35,2.99
"129007 (2004 TP296)",3.921,0.2929,0.98,194.48,213.43,2.772,2460000.5,130.66,2.99
"129079 (2004 VZ70)",3.954,0.2133,2.32,46.23,24.54,3.110,2460000.5,113.05,3.02
"129241 (2005 QS13)",3.949,0.2354,1.94,338.91,337.49,3.019,2460000.5,98.13,3.01
"129634 (1998 HP43)",3.925,0.1840,2.58,111.49,106.75,3.203,2460000.5,58.36,3.03
"130453 (2000 QT59)",3.973,0.1558,3.27,354.94,293.81,3.354,2460000.5,334.85,3.03
"130609 (2000 SE19)",3.958,0.1221,14.46,210.77,53.49,3.475,2460000.5,26.47,2.99
"131421 (2001 OL58)",3.99,0.1549,3.76,147.08,211.55,3.372,2460000.5,228.90,3.03
"131468 (2001 RM7)",3.93,0.2061,6.66,340.71,346.80,3.120,2460000.5,280.14,3.01
"131481 (2001 RT111)",3.973,0.1364,0.52,72.74,254.35,3.431,2460000.5,272.73,3.04
"131502 (2001 SW273)",3.942,0.1675,2.77,11.55,265.97,3.282,2460000.5,343.44,3.03
